bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,group,anatomy.group,class,cellBodyFiber,layer,ct.layer,axon.outputs,dend.outputs,axon.inputs,dend.inputs,total.length,axon.length,dend.length,pd.length,segregation_index,notes,ALR_n_inputs,ALR_n_ipsi_inputs,ALR_n_contra_inputs,ALL_n_inputs,ALL_n_ipsi_inputs,ALL_n_contra_inputs
1916157698,57,329,329,381,Traced,v2LN46_R,177985354,False,right,v2LN46,v2LN46,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.445,3,323,45,71,251,959.475416881173,314.157742081244,365.110240059782,18.0735343500899,0.345534056070981,"Type: sparse bilateral LNs, main innervation of DP1l Glom. Group: sparse bilateral LNs, main innervation of DP1l Glom",77,46,31,0,0,0
2040270763,49,279,279,318,Traced,v2LN47_R,254893849,True,right,v2LN47,v2LN47,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.434,2,147,159,77,194,886.311243424707,148.208761724565,463.469595895228,34.303804548971,0.0295792076555146,Type: sparse bilatera LNs with main innervation in VL2p Glom. Group: sparse bilatera LNs with main innervation in VL2p Glom,68,30,38,1,0,1
1916152641,52,257,257,358,Traced,v2LN47_R,134654061,False,right,v2LN47,v2LN47,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.384,2,141,217,30,217,760.865153211191,182.062064907022,323.745118960782,40.753727005285,0.0705775074316958,Type: sparse bilatera LNs with main innervation in VL2p Glom. Group: sparse bilatera LNs with main innervation in VL2p Glom,65,33,32,0,0,0
2071305421,7,177,177,36,Traced,v2LN47_R,146611599,True,right,v2LN47,v2LN47,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.612,2,7,10,53,93,403.089474370471,62.7495098287746,99.8475050019486,58.5083052401332,0.0014084703995712,Type: sparse bilatera LNs with main innervation in VL2p Glom. Group: sparse bilatera LNs with main innervation in VL2p Glom,34,24,10,0,0,0
1978261876,80,438,438,670,Traced,v2LN43_R,205561686,False,right,v2LN43,v2LN43,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.497,3,637,30,83,350,1448.09025358412,377.636082443785,673.77622336109,56.5230254131817,0.508683999877295,"Type: sparse bilateral LNs innervating the same of AL, partially with bead-like neurites. Group: sparse bilateral LNs innervating the same of AL, partially with bead-like neurites",99,84,15,0,0,0
1915155348,70,307,307,524,Traced,v2LN43_R,171383892,False,right,v2LN43,v2LN43,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.653,3,487,4,69,233,1079.62381481825,325.439024398727,424.307423350443,80.2860929430908,0.565778046415036,"Type: sparse bilateral LNs innervating the same of AL, partially with bead-like neurites. Group: sparse bilateral LNs innervating the same of AL, partially with bead-like neurites",40,32,8,0,0,0
1947563799,80,367,367,607,Traced,v2LN43_R,254005951,True,right,v2LN43,v2LN43,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.578,3,547,60,59,299,1246.29334633644,321.406336799091,528.073359953547,77.263751053199,0.441416042365668,"Type: sparse bilateral LNs innervating the same of AL, partially with bead-like neurites. Group: sparse bilateral LNs innervating the same of AL, partially with bead-like neurites",62,47,15,0,0,0
5812995404,53,392,392,358,Traced,v2LN44_R,270510418,False,right,v2LN44,v2LN44,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.162,2,157,186,136,251,1452.31267734077,447.068503900391,558.292586630637,32.2713814496687,0.0084777169298019,Type: sparse bilateral LNs innervating mainly VP and VL1 Glom with additional long neurites to other areas of AL. Group: sparse bilateral LNs innervating mainly VP and VL1 Glom with additional long neurites to other areas of AL,147,147,0,0,0,0
1790364325,84,531,531,497,Traced,v2LN44_R,352568027,False,right,v2LN44,v2LN44,v2LN4/v2LN32-33/v2LN38/v2LN42-45,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.135,2,419,39,304,203,1523.53287694493,797.469623827188,256.477693868749,35.5715013705471,0.103077192954015,Type: sparse bilateral LNs innervating mainly VP and VL1 Glom with additional long neurites to other areas of AL. Group: sparse bilateral LNs innervating mainly VP and VL1 Glom with additional long neurites to other areas of AL,215,213,2,0,0,0
2132375072,108,611,611,694,Traced,v2LN49_R,494047821,True,right,v2LN49,v2LN49,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.257,2,510,182,114,456,1478.12008471457,238.182295226979,757.273833717162,38.010978290316,0.219521080419777,Type: sparse LNs innervating the VP Glom. Group: sparse LNs innervating the VP Glom,196,192,4,0,0,0
2101348562,132,424,424,841,Traced,v2LN49_R,488925213,True,right,v2LN49,v2LN49,v2LN2/v2LN39/v2LN49-50,v2_LN_sparse_,ALLN_sparse,AVM05,2.16,2,535,294,77,303,1240.85116151735,216.436817475911,563.491040496895,3.43207640753556,0.142588680650751,Type: sparse LNs innervating the VP Glom. Group: sparse LNs innervating the VP Glom,163,163,0,0,0,0
5813002313,222,1080,1080,914,Traced,v2LN48_R,413785009,True,right,v2LN48,v2LN48,v2LN5/v2LN40-41/v2LN46-48,v2_LN_sparse_bil,ALLN_sparse,AVM05,2.132,2,372,525,418,630,1759.950783693,556.101191057296,611.966965231493,86.2405963248151,0.0001877217117453,Type: unique sparse bilateral LN. Group: unique sparse bilateral LN,594,111,483,0,0,0
5813018460,3550,14483,14483,14248,Traced,il3LN6_R,4669119866,False,right,il3LN6,il3LN6,il3LN6,il3_LN_broad_,ALLN_broad,,2.096,2,8180,6007,8077,6319,18511.6918537701,8511.95479135636,6508.07330869586,192.756139959655,0.0001772370782981,"Type: pair of keystone LNs coming from the GNG, matching LN6 type (Tanaka et al. 2012). Group: pair of keystone LNs coming from the GNG, matching LN6 type (Tanaka et al. 2012)",6282,1136,5146,0,0,0
5901206553,3171,13894,13894,13608,Traced,il3LN6_L,4275613374,False,right,il3LN6,il3LN6,il3LN6,il3_LN_broad_,ALLN_broad,,2.108,2,8770,3217,8995,3339,17291.7569845703,9633.70873777215,3244.04094174075,165.07095415835,5.01929733254247e-06,"Type: pair of keystone LNs coming from the GNG, matching LN6 type (Tanaka et al. 2012). Group: pair of keystone LNs coming from the GNG, matching LN6 type (Tanaka et al. 2012)",6509,1067,5442,0,0,0
2069647778,354,1657,1657,2703,Traced,l2LN23_R,1100073682,True,right,l2LN23,l2LN23,l2LN21-23,l2_LN_sparse_,ALLN_sparse,,2.049,2,865,1786,41,1612,2824.0033293366,281.810581526096,1798.6609471747,19.5049922370815,0.121648278735697,Type: sparse LN innervating the VP Glom but mainly the V Glom. Group: sparse LN innervating the VP Glom but mainly the V Glom,1401,1401,0,0,0,0
2069648213,327,1530,1530,2474,Traced,l2LN23,1022838171,True,right,l2LN23,l2LN23,l2LN21-23,l2_LN_sparse_,ALLN_sparse,,2.056,2,772,1284,585,907,2869.326258872,695.124768514008,1125.68271720507,31.3548221021522,0.000208858001496,Type: sparse LN innervating the VP Glom but mainly the V Glom. Group: sparse LN innervating the VP Glom but mainly the V Glom,1262,1262,0,0,0,0
5813071384,424,446,446,3380,Traced,vLN26_R,834033915,True,right,vLN26,vLN26,vLN26,v_LN_sparse_bil,ALLN_sparse,,2.068,2,3095,175,212,224,2428.38637378798,1040.32160082244,434.476508647033,69.7441590813876,0.209587076070186,"Type: only bilateral LN in the v lineage, neurites towards the GNG. Group: only bilateral LN in the v lineage, neurites towards the GNG",250,128,122,0,0,0
2101391269,232,1244,1244,1498,Traced,vLN28_R,896920156,False,right,vLN28,vLN28,vLN27-29,v_LN_sparse_,ALLN_sparse,,2.183,2,1450,27,295,933,2129.97546193135,476.151850614286,1041.84392768358,85.5318440935034,0.508482645322924,"Type: sparse LN innervating mainly VM6 Glom, unique additiona neurite. Group: sparse LN innervating mainly VM6 Glom, unique additiona neurite",9,8,1,0,0,0
5813055448,232,1242,1242,1501,Traced,vLN29_R,1062976408,True,right,vLN29,vLN29,vLN27-29,v_LN_sparse_,ALLN_sparse,,2.162,2,1403,95,233,1004,2374.47720719221,399.389924332537,1019.82942300667,61.2430912750367,0.47271602952936,"Type: sparse LN innervating mainly VM6 Glom, unique additiona neurite. Group: sparse LN innervating mainly VM6 Glom, unique additiona neurite",6,4,2,0,0,0
