bodyId_pre,bodyId_post,weight,type_pre,type_post,instance_pre,instance_post,conn_roiInfo,input_glomerulus,mPN_type,mPN_instance
1700980626,1671952694,4,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC4(R)': {'pre': 4, 'post': 4}}",DC4,M_lvPNm24,M_lvPNm24_R
1700980727,1671952694,4,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC4(R)': {'pre': 4, 'post': 4}}",DC4,M_lvPNm24,M_lvPNm24_R
1730315051,1671952694,4,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_lvPNm24,M_lvPNm24_R
1730647280,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
1731290073,1693827279,4,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 4, 'post': 4}}",DL2v,M_adPNm8,M_adPNm8_R
1731307775,1700307582,4,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}}",DL2d,M_l2PNl21,M_l2PNl21_R
1731631196,1693827279,4,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 4, 'post': 4}}",DL2v,M_adPNm8,M_adPNm8_R
1731640090,1671952694,4,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC4(R)': {'pre': 4, 'post': 4}}",DC4,M_lvPNm24,M_lvPNm24_R
1764764305,1671952694,4,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC1(R)': {'pre': 4, 'post': 4}}",DC1,M_lvPNm24,M_lvPNm24_R
1765109775,1671952694,4,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC1(R)': {'pre': 4, 'post': 4}}",DC1,M_lvPNm24,M_lvPNm24_R
1792807347,1671952694,4,ORN_DM4,M_lvPNm24,ORN_DM4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DM4(R)': {'pre': 4, 'post': 4}}",DM4,M_lvPNm24,M_lvPNm24_R
1793010029,609924156,4,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 4, 'post': 4}}",DP1l,M_lvPNm39,M_lvPNm39_R
1793014297,1700307582,4,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 4, 'post': 4}}",DL2d,M_l2PNl21,M_l2PNl21_R
1793014384,1700307582,4,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2d,M_l2PNl21,M_l2PNl21_R
1793696526,1700307582,4,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}}",DL2v,M_l2PNl21,M_l2PNl21_R
1794711172,1700307582,4,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}",DL2v,M_l2PNl21,M_l2PNl21_R
1795440828,1671952694,4,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DC1(R)': {'pre': 4, 'post': 4}}",DC1,M_lvPNm24,M_lvPNm24_R
1823363190,609924156,4,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 4, 'post': 4}}",DP1l,M_lvPNm39,M_lvPNm39_R
1823713211,609924156,4,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 4, 'post': 4}}",DP1l,M_lvPNm39,M_lvPNm39_R
1854407104,609924156,4,ORN_DP1l,M_lvPNm39,ORN_DP1l_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1l(R)': {'pre': 4, 'post': 4}}",DP1l,M_lvPNm39,M_lvPNm39_R
2044445446,2383731281,4,ORN_VA2,M_vPNml51,ORN_VA2,M_vPNml51_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA2(R)': {'pre': 4, 'post': 4}}",VA2,M_vPNml51,M_vPNml51_R
2137886901,1700307582,4,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA2(R)': {'pre': 4, 'post': 4}}",VA2,M_l2PNl21,M_l2PNl21_R
2168571905,1700307582,4,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA2(R)': {'pre': 4, 'post': 4}}",VA2,M_l2PNl21,M_l2PNl21_R
2199244414,2383731281,4,ORN_VA3,M_vPNml51,ORN_VA3,M_vPNml51_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-VA3(R)': {'pre': 4, 'post': 4}}",VA3,M_vPNml51,M_vPNml51_R
2200228767,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_lvPNm24,M_lvPNm24_R
2230926964,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_l2PNl21,M_l2PNl21_R
2231293853,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_lvPNm24,M_lvPNm24_R
2231298121,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_lvPNm24,M_lvPNm24_R
2231298121,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_l2PNl21,M_l2PNl21_R
2262324061,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_l2PNl21,M_l2PNl21_R
2262328549,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_l2PNl21,M_l2PNl21_R
2291999690,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_lvPNm24,M_lvPNm24_R
2320655662,1700307582,4,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_l2PNl21,M_l2PNl21_R
2320983805,1671952694,4,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-V(R)': {'pre': 4, 'post': 4}}",V,M_lvPNm24,M_lvPNm24_R
5812995946,5813034081,4,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DP1m(R)': {'pre': 4, 'post': 4}}",DP1m,M_vPNml58,M_vPNml58_R
5813047527,609924156,4,ORN_DL2d,M_lvPNm39,ORN_DL2d_R,M_lvPNm39_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 2, 'post': 2}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}",DL2d,M_lvPNm39,M_lvPNm39_R
5813047527,1700307582,4,ORN_DL2d,M_l2PNl21,ORN_DL2d_R,M_l2PNl21_R,"{'AL(R)': {'pre': 4, 'post': 4}, 'AL-DL2d(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2d,M_l2PNl21,M_l2PNl21_R
1636225559,1700307582,3,ORN_D,M_l2PNl21,ORN_D,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 1, 'post': 1}, 'AL-D(R)': {'pre': 2, 'post': 2}}",D,M_l2PNl21,M_l2PNl21_R
1636225589,1700307582,3,ORN_D,M_l2PNl21,ORN_D,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-D(R)': {'pre': 3, 'post': 3}}",D,M_l2PNl21,M_l2PNl21_R
1636898862,1671952694,3,ORN_D,M_lvPNm24,ORN_D,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-D(R)': {'pre': 3, 'post': 1}, 'AL-DC1(R)': {'post': 2}}",D,M_lvPNm24,M_lvPNm24_R
1637568633,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml58,M_vPNml58_R
1666578623,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml58,M_vPNml58_R
1666586731,1700307582,3,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}",DM1,M_l2PNl21,M_l2PNl21_R
1666586873,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_L,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml58,M_vPNml58_R
1666919180,1700307582,3,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}",DM1,M_l2PNl21,M_l2PNl21_R
1666928084,1671952694,3,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 3, 'post': 3}}",DC1,M_lvPNm24,M_lvPNm24_R
1668943729,609924156,3,ORN_DL2v,M_lvPNm39,ORN_DL2v_R,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VL2a(R)': {'pre': 1, 'post': 1}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}}",DL2v,M_lvPNm39,M_lvPNm39_R
1669018304,1671952694,3,ORN_DC1,M_lvPNm24,ORN_DC1_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 3, 'post': 3}}",DC1,M_lvPNm24,M_lvPNm24_R
1669281037,1671952694,3,ORN_DM1,M_lvPNm24,ORN_DM1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}",DM1,M_lvPNm24,M_lvPNm24_R
1669281037,1700307582,3,ORN_DM1,M_l2PNl21,ORN_DM1_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM1(R)': {'pre': 3, 'post': 3}}",DM1,M_l2PNl21,M_l2PNl21_R
1670282465,1671952694,3,ORN_DC4,M_lvPNm24,ORN_DC4_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}",DC4,M_lvPNm24,M_lvPNm24_R
1697280776,2383731281,3,ORN_DP1m,M_vPNml51,ORN_DP1m_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml51,M_vPNml51_R
1697604748,2383731281,3,ORN_DP1m,M_vPNml51,ORN_DP1m_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml51,M_vPNml51_R
1698278105,1671952694,3,ORN_DP1m,M_lvPNm24,ORN_DP1m_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_lvPNm24,M_lvPNm24_R
1700605059,1693827279,3,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 2, 'post': 2}, 'AL-DP1l(R)': {'pre': 1, 'post': 1}}",DL2v,M_adPNm8,M_adPNm8_R
1700652037,1700307582,3,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}",DC4,M_l2PNl21,M_l2PNl21_R
1700980693,1671952694,3,ORN_DC4,M_lvPNm24,ORN_DC4_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}",DC4,M_lvPNm24,M_lvPNm24_R
1700980727,1700307582,3,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}",DC4,M_l2PNl21,M_l2PNl21_R
1700984539,1671952694,3,ORN_DM3,M_lvPNm24,ORN_DM3_L,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM3(R)': {'pre': 3, 'post': 3}}",DM3,M_lvPNm24,M_lvPNm24_R
1729312857,1671952694,3,ORN_DM4,M_lvPNm24,ORN_DM4,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DM4(R)': {'pre': 3, 'post': 3}}",DM4,M_lvPNm24,M_lvPNm24_R
1730315051,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml58,M_vPNml58_R
1730647280,1671952694,3,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_lvPNm24,M_lvPNm24_R
1730651473,1671952694,3,ORN_DP1l,M_lvPNm24,ORN_DP1l_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1l,M_lvPNm24,M_lvPNm24_R
1730651473,2383731281,3,ORN_DP1l,M_vPNml51,ORN_DP1l_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1l,M_vPNml51,M_vPNml51_R
1731303224,1693827279,3,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}}",DL2v,M_adPNm8,M_adPNm8_R
1731303242,1693827279,3,ORN_DL2v,M_adPNm8,ORN_DL2v_L,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}}",DL2v,M_adPNm8,M_adPNm8_R
1731325118,5813034081,3,ORN_DP1m,M_vPNml58,ORN_DP1m_R,M_vPNml58_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_vPNml58,M_vPNml58_R
1731626696,1700307582,3,ORN_DL2v,M_l2PNl21,ORN_DL2v_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2v(R)': {'pre': 3, 'post': 3}}",DL2v,M_l2PNl21,M_l2PNl21_R
1731640090,1700307582,3,ORN_DC4,M_l2PNl21,ORN_DC4_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC4(R)': {'pre': 3, 'post': 3}}",DC4,M_l2PNl21,M_l2PNl21_R
1761660556,1671952694,3,ORN_DP1m,M_lvPNm24,ORN_DP1m_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1m(R)': {'pre': 3, 'post': 3}}",DP1m,M_lvPNm24,M_lvPNm24_R
1762661722,2383731281,3,ORN_DL2v,M_vPNml51,ORN_DL2v_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DL2d(R)': {'pre': 3, 'post': 3}}",DL2v,M_vPNml51,M_vPNml51_R
1793019211,1693827279,3,ORN_DP1l,M_adPNm8,ORN_DP1l_R,M_adPNm8_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1l,M_adPNm8,M_adPNm8_R
1793346872,2383731281,3,ORN_DP1l,M_vPNml51,ORN_DP1l_R,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1l,M_vPNml51,M_vPNml51_R
1795091692,1671952694,3,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 3, 'post': 3}}",DC1,M_lvPNm24,M_lvPNm24_R
1795100335,1671952694,3,ORN_DC1,M_lvPNm24,ORN_DC1_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DC1(R)': {'pre': 3, 'post': 3}}",DC1,M_lvPNm24,M_lvPNm24_R
1823363190,1700307582,3,ORN_DP1l,M_l2PNl21,ORN_DP1l_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1l,M_l2PNl21,M_l2PNl21_R
1824054016,1671952694,3,ORN_DP1l,M_lvPNm24,ORN_DP1l_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-DP1l(R)': {'pre': 3, 'post': 3}}",DP1l,M_lvPNm24,M_lvPNm24_R
1950982362,1447205602,3,ORN_VM5d,M_vPNml83,ORN_VM5d,M_vPNml83_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VM5d(R)': {'pre': 3, 'post': 3}}",VM5d,M_vPNml83,M_vPNml83_R
2010582646,1700307582,3,ORN_VL2p,M_l2PNl21,ORN_VL2p_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VL2p(R)': {'pre': 3, 'post': 3}}",VL2p,M_l2PNl21,M_l2PNl21_R
2044445446,609924156,3,ORN_VA2,M_lvPNm39,ORN_VA2,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_lvPNm39,M_lvPNm39_R
2075139532,2383731281,3,ORN_VA2,M_vPNml51,ORN_VA2,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_vPNml51,M_vPNml51_R
2075812985,1671952694,3,ORN_VA2,M_lvPNm24,ORN_VA2,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_lvPNm24,M_lvPNm24_R
2102056443,1671952694,3,ORN_VC5,M_lvPNm24,ORN_VC5,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC5(R)': {'pre': 3, 'post': 3}}",VC5,M_lvPNm24,M_lvPNm24_R
2102392518,1700307582,3,ORN_VC5,M_l2PNl21,ORN_VC5,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC5(R)': {'pre': 3, 'post': 3}}",VC5,M_l2PNl21,M_l2PNl21_R
2104806086,2383731281,3,ORN_VA2,M_vPNml51,ORN_VA2,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_vPNml51,M_vPNml51_R
2105824677,609924156,3,ORN_VA2,M_lvPNm39,ORN_VA2,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_lvPNm39,M_lvPNm39_R
2105833634,2383731281,3,ORN_VA2,M_vPNml51,ORN_VA2,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VM3(R)': {'pre': 1, 'post': 1}, 'AL-VA2(R)': {'pre': 2, 'post': 2}}",VA2,M_vPNml51,M_vPNml51_R
2107184765,1700307582,3,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_l2PNl21,M_l2PNl21_R
2107184765,2383731281,3,ORN_VA2,M_vPNml51,ORN_VA2,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_vPNml51,M_vPNml51_R
2107197097,1671952694,3,ORN_VA2,M_lvPNm24,ORN_VA2,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_lvPNm24,M_lvPNm24_R
2107866390,2383731281,3,ORN_VA3,M_vPNml51,ORN_VA3,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA3(R)': {'pre': 3, 'post': 3}}",VA3,M_vPNml51,M_vPNml51_R
2136522952,1700307582,3,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_l2PNl21,M_l2PNl21_R
2136526850,2383731281,3,ORN_VM3,M_vPNml51,ORN_VM3,M_vPNml51_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VC3l(R)': {'pre': 1, 'post': 1}, 'AL-VC3m(R)': {'pre': 2, 'post': 2}}",VM3,M_vPNml51,M_vPNml51_R
2137878394,609924156,3,ORN_VA2,M_lvPNm39,ORN_VA2,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_lvPNm39,M_lvPNm39_R
2137891363,1700307582,3,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_l2PNl21,M_l2PNl21_R
2138227714,1700307582,3,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_l2PNl21,M_l2PNl21_R
2167885918,1700307582,3,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_l2PNl21,M_l2PNl21_R
2199248827,609924156,3,ORN_VA3,M_lvPNm39,ORN_VA3,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA3(R)': {'pre': 2, 'post': 2}, 'AL-VA5(R)': {'pre': 1, 'post': 1}}",VA3,M_lvPNm39,M_lvPNm39_R
2199261919,1700307582,3,ORN_VA2,M_l2PNl21,ORN_VA2,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA2(R)': {'pre': 3, 'post': 3}}",VA2,M_l2PNl21,M_l2PNl21_R
2230931053,1671952694,3,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_lvPNm24,M_lvPNm24_R
2230931077,1671952694,3,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_lvPNm24,M_lvPNm24_R
2230931155,1671952694,3,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_lvPNm24,M_lvPNm24_R
2231289545,1700307582,3,ORN_V,M_l2PNl21,ORN_V_R,M_l2PNl21_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_l2PNl21,M_l2PNl21_R
2231293819,1671952694,3,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_lvPNm24,M_lvPNm24_R
2231302306,609924156,3,ORN_VA3,M_lvPNm39,ORN_VA3,M_lvPNm39_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-VA3(R)': {'pre': 3, 'post': 3}}",VA3,M_lvPNm39,M_lvPNm39_R
2261992182,1671952694,3,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_lvPNm24,M_lvPNm24_R
2262324036,1671952694,3,ORN_V,M_lvPNm24,ORN_V_R,M_lvPNm24_R,"{'AL(R)': {'pre': 3, 'post': 3}, 'AL-V(R)': {'pre': 3, 'post': 3}}",V,M_lvPNm24,M_lvPNm24_R
