combined_LN_type,glomerulus,broad_LN_group,n_ln_body_ids,orn_input_total,pn_output_weight_total,mean_pn_output_percent,sum_pn_output_percent,contra_orn_preference_weighted,same_glomerulus_convergence_score,type_order,glomerulus_order
lLN2T,VC3l,lLN2T,6,617.0,482.0,0.5583550017853202,3.350130010711921,0.34521880064829824,0.029637380752554503,10,36
lLN2T,DM4,lLN2T,13,1435.0,858.0,0.498966188398762,6.486560449183906,0.243205574912892,0.07233897664916478,10,37
lLN2T,VM5d,lLN2T,15,1380.0,795.0,0.3848898270679772,5.773347406019658,0.5043478260869565,0.0663641245340478,10,38
lLN2T,VM7v,lLN2T,6,604.0,168.0,0.17267434833505046,1.0360460900103028,0.31788079470198677,0.01299200482683041,10,39
lLN2T,VM5v,lLN2T,7,530.0,288.0,0.2921537060702807,2.0450759424919647,0.5433962264150943,0.040029497509433805,10,40
lLN2T,DA1,lLN2T,14,1685.0,902.0,0.4529391011021154,6.3411474154296155,0.5727002967359051,0.12958732069531487,10,41
lLN2T,DL3,lLN2T,5,385.0,137.0,0.17699967648181744,0.8849983824090872,0.4077922077922078,0.010168209893293438,10,42
lLN2T,VA1d,lLN2T,7,635.0,243.0,0.2160239891163385,1.5121679238143695,0.710236220472441,0.039381164262948985,10,43
lLN2T,VA1v,lLN2T,4,463.0,142.0,0.21519530499945444,0.8607812199978178,0.7408207343412527,0.023502190200415413,10,44
lLN2T,VM7d,lLN2T,10,833.0,398.0,0.27213810981766284,2.7213810981766287,0.4909963985594238,0.042117629874598994,10,45
lLN2T,DL2d,lLN2T,11,745.0,410.0,0.25034965287831146,2.753846181661426,0.5624161073825503,0.05835438657223569,10,46
lLN2T,DL2v,lLN2T,12,1126.0,908.0,0.5663173026065782,6.795807631278938,0.6074600355239786,0.19172004619164673,10,47
CB3417,VC5,other,1,27.0,24.0,0.7777057679844459,0.7777057679844459,0.25925925925925924,0.006490136321474012,11,6
lLN2P,DP1m,lLN2P,11,533.0,804.0,0.9177263490773541,10.094989839850895,0.2870544090056285,0.1081010307097439,12,0
lLN2P,VL2a,lLN2P,8,384.0,238.0,0.40629367254661763,3.250349380372941,0.7395833333333334,0.08281665649956568,12,1
lLN2P,VA6,lLN2P,14,571.0,540.0,0.4946032329469227,6.924445261256918,0.5831873905429071,0.14265962013226066,12,2
lLN2P,DL1,lLN2P,4,347.0,432.0,1.3806548559997582,5.522619423999033,0.35446685878962536,0.08850786379987502,12,3
lLN2P,DC1,lLN2P,14,997.0,423.0,0.3854957199236633,5.396940078931286,0.38214643931795383,0.0547340073393076,12,4
lLN2P,DM1,lLN2P,13,703.0,255.0,0.2598634282314174,3.3782245670084263,0.31436699857752487,0.035154599762532636,12,5
lLN2P,VC5,lLN2P,8,572.0,482.0,0.7271970955450076,5.81757676436006,0.3531468531468531,-0.02083211840164624,12,6
lLN2P,D,lLN2P,10,475.0,475.0,0.5609737696378496,5.609737696378496,0.43157894736842106,0.1295256406038292,12,7
lLN2P,DL5,lLN2P,14,860.0,641.0,0.5900690259188471,7.670897336945013,0.2186046511627907,0.030056848596362346,12,8
lLN2P,DM2,lLN2P,10,625.0,436.0,0.5386093549146462,5.386093549146462,0.408,0.11164974838516276,12,9
lLN2P,DP1l,lLN2P,2,69.0,188.0,1.1849602479305306,2.369920495861061,0.043478260869565216,-0.010218442099273067,12,10
lLN2P,DC2,lLN2P,11,487.0,500.0,0.5494192254481911,6.043611479930102,0.5441478439425051,0.11462467482689563,12,11
lLN2P,VM4,lLN2P,10,800.0,156.0,0.21049355874092712,2.1049355874092712,0.3575,0.024935901926975465,12,12
lLN2P,VL2p,lLN2P,2,86.0,58.0,0.45391812933871833,0.9078362586774367,0.5581395348837209,0.016384809567016684,12,13
lLN2P,VC3m,lLN2P,9,456.0,177.0,0.27712133766134617,2.2169707012907693,0.4517543859649123,0.024028639760750196,12,14
lLN2P,VA2,lLN2P,7,358.0,427.0,0.7542193728831011,5.279535610181708,0.5754189944134078,0.10516912199041067,12,15
lLN2P,VM3,lLN2P,5,238.0,295.0,0.6708169922134003,3.3540849610670014,0.5378151260504201,0.06895814627925101,12,16
lLN2P,VC1,lLN2P,11,623.0,533.0,0.5955068584978286,6.550575443476115,0.3579454253611557,0.1138324527277851,12,17
lLN2P,VM1,lLN2P,4,241.0,177.0,0.6177380590575731,2.4709522362302923,0.26141078838174275,0.030986877642706828,12,18
lLN2P,VC4,lLN2P,6,412.0,145.0,0.31948791473280463,1.916927488396828,0.5728155339805825,0.03882794850359157,12,19
lLN2P,VC2,lLN2P,6,258.0,68.0,0.154000897669914,0.924005386019484,0.5813953488372093,0.01437007296803413,12,20
lLN2P,DM6,lLN2P,11,617.0,302.0,0.3541483332000717,3.895631665200789,0.32576985413290116,0.0457171322852618,12,21
lLN2P,DA4m,lLN2P,9,636.0,274.0,0.37896729489793646,3.4107056540814282,0.09119496855345911,0.011409833377221753,12,22
lLN2P,VA4,lLN2P,6,231.0,99.0,0.2358722289449914,1.4152333736699485,0.29004329004329005,0.00914085701018359,12,23
lLN2P,DM3,lLN2P,10,549.0,232.0,0.5878798519559345,2.9393992597796728,0.24225865209471767,0.03657664972500983,12,24
lLN2P,VM2,lLN2P,5,210.0,172.0,0.3429319049243658,1.714659524621829,0.29523809523809524,0.02551419647239102,12,25
lLN2P,VA7m,lLN2P,6,213.0,161.0,0.3174422000613054,1.9046532003678325,0.27699530516431925,0.026876526760913358,12,26
lLN2P,DM5,lLN2P,4,181.0,121.0,0.37040200749131247,1.4816080299652499,0.1712707182320442,0.015280186998609812,12,28
lLN2P,DC4,lLN2P,15,2006.0,461.0,0.37962942098937036,5.694441314840556,0.3320039880358923,0.07071456799194113,12,29
lLN2P,DA2,lLN2P,11,490.0,284.0,0.3204513467601539,3.524964814361693,0.15510204081632653,0.002193659555449013,12,30
lLN2P,DL4,lLN2P,8,553.0,145.0,0.2620704992479058,1.8344934947353408,0.12839059674502712,0.0053495081087761645,12,31
lLN2P,VA7l,lLN2P,2,61.0,29.0,0.19117339241566156,0.3823467848313231,0.21311475409836064,-0.0008073989597865631,12,32
lLN2P,DA4l,lLN2P,2,105.0,12.0,0.07621969449253554,0.1524393889850711,0.3904761904761905,0.0011988823663870562,12,34
lLN2P,DA3,lLN2P,3,238.0,17.0,0.0783266088266313,0.2349798264798939,0.3277310924369748,0.001233164863938321,12,35
lLN2P,VC3l,lLN2P,14,629.0,740.0,0.6566995488362254,9.193793683707156,0.39268680445151033,0.20007675871032926,12,36
lLN2P,DM4,lLN2P,12,662.0,432.0,0.42060576837061575,5.047269220447389,0.1540785498489426,0.0312576096675847,12,37
lLN2P,VM5d,lLN2P,14,729.0,563.0,0.48489546737861683,6.788536543300635,0.3991769547325103,0.10940321587780334,12,38
lLN2P,VM7v,lLN2P,5,281.0,290.0,0.7459129881636484,3.729564940818242,0.03914590747330961,-0.032344435387185524,12,39
lLN2P,VM5v,lLN2P,4,164.0,286.0,0.852495851212296,3.409983404849184,0.25609756097560976,-0.010417935309123903,12,40
lLN2P,DA1,lLN2P,12,896.0,656.0,0.697758403732526,8.373100844790311,0.27232142857142855,0.12800653153809385,12,41
lLN2P,DL3,lLN2P,5,488.0,251.0,0.6578147519200896,3.289073759600448,0.22540983606557377,0.049259630731803776,12,42
lLN2P,VA1d,lLN2P,3,101.0,34.0,0.17167979951852366,0.515039398555571,0.2871287128712871,0.0038243481652348635,12,43
lLN2P,VM7d,lLN2P,11,864.0,682.0,0.699272052190163,7.691992574091793,0.4652777777777778,0.1208365322787518,12,45
lLN2P,DL2d,lLN2P,4,157.0,65.0,0.20643328894818297,0.8257331557927319,0.2484076433121019,0.006687774171440227,12,46
lLN2P,DL2v,lLN2P,6,372.0,622.0,1.093173944286628,6.559043665719768,0.489247311827957,0.17806940405453442,12,47
CB3326,D,other,1,25.0,39.0,3.6414565826330536,3.6414565826330536,0.52,0.0698510507277597,14,7
lLN2X09,VA6,other lLN,1,39.0,50.0,1.1924636298592892,1.1924636298592892,0.28205128205128205,0.013224140955306335,15,2
lLN2X09,DL1,other lLN,1,32.0,53.0,1.2640114476508468,1.2640114476508468,0.0,0.0,15,3
lLN2X09,D,other lLN,1,29.0,22.0,0.5246839971380873,0.5246839971380873,0.2413793103448276,0.003971036368110144,15,7
lLN2X09,DA4m,other lLN,1,34.0,65.0,1.550202718817076,1.550202718817076,0.17647058823529413,0.011461436774107447,15,22
lLN2X09,VM5v,other lLN,1,31.0,46.0,1.097066539470546,1.097066539470546,-0.03225806451612903,-0.0013625380986641536,15,40
lLN2X09,DA1,other lLN,1,33.0,49.0,1.1686143572621035,1.1686143572621035,0.6363636363636364,0.02909229431870984,15,41
CB1824,DC4,other,1,31.0,4.0,0.7575757575757576,0.7575757575757576,0.41935483870967744,0.005113072546833652,16,29
lLN1,DP1m,lLN1,2,78.0,349.0,1.5779005912235977,3.1558011824471954,0.6923076923076923,0.12051953749062676,17,0
lLN1,DL1,lLN1,2,70.0,147.0,0.7353922770766216,1.4707845541532432,0.17142857142857143,0.006818417846025692,17,3
lLN1,DM1,lLN1,1,134.0,78.0,0.8995502248875562,0.8995502248875562,0.7313432835820896,0.02874572419667713,17,5
lLN1,VC3m,lLN1,1,56.0,32.0,0.32864331929752494,0.32864331929752494,0.6785714285714286,0.007797490417155549,17,14
lLN1,VA2,lLN1,1,90.0,57.0,0.5429605639169366,0.5429605639169366,0.5555555555555556,0.012248113481993707,17,15
lLN1,DM4,lLN1,1,31.0,71.0,0.5951881968312516,0.5951881968312516,0.41935483870967744,0.01067434695024005,17,37
lLN1,VM7d,lLN1,1,62.0,46.0,0.5305039787798408,0.5305039787798408,0.5806451612903226,0.011859785544755893,17,45
lLN1,DL2d,lLN1,1,25.0,49.0,0.4487179487179487,0.4487179487179487,0.36,0.006319421777999311,17,46
v2LN47,VL2p,other v2LN,4,206.0,7.0,0.9015700483091788,1.8031400966183575,0.2524271844660194,0.015801741578367678,20,13
CB3633,DC4,other,3,240.0,1.0,0.05002501250625312,0.05002501250625312,0.13333333333333333,3.3828972074327176e-05,21,29
vLN24,DC1,vLN,1,27.0,1.0,0.018709073900841908,0.018709073900841908,0.4074074074074074,5.2833170399192024e-05,22,4
vLN24,VC4,vLN,1,27.0,0.0,,0.0,-0.25925925925925924,0.0,22,19
vLN24,VA4,vLN,1,55.0,9.0,0.16838166510757718,0.16838166510757718,0.6727272727272727,0.0026082518444324083,22,23
CB1676,DL5,other,1,34.0,0.0,,0.0,0.23529411764705882,0.0,23,8
CB1676,VM2,other,1,30.0,0.0,,0.0,0.5333333333333333,0.0,23,25
CB1676,DM4,other,2,109.0,17.0,0.2781352609359778,0.5562705218719556,0.1743119266055046,0.0002961962263958841,23,37
CB2527,VA1d,other,1,25.0,3.0,0.28653295128939826,0.28653295128939826,0.68,0.0027010892996032253,25,43
CB1266,DP1m,other,3,295.0,53.0,0.7007434135382543,2.102230240614763,-0.11186440677966102,-0.003028483992174812,26,0
CB1266,VA6,other,1,36.0,1.0,0.016212710765239946,0.016212710765239946,-0.16666666666666666,-1.8729657926933237e-05,26,2
CB1266,DC1,other,2,134.0,12.0,0.10251744264054743,0.20503488528109487,0.11940298507462686,0.00027335165597530464,26,4
CB1266,DM1,other,2,194.0,17.0,0.13955510085424214,0.2791102017084843,-0.020618556701030927,-0.0003386407762460252,26,5
CB1266,VC5,other,1,42.0,1.0,0.017959770114942528,0.017959770114942528,0.5714285714285714,7.113579439244102e-05,26,6
CB1266,DP1l,other,2,109.0,3.0,0.0260661254975625,0.052132250995125,0.009174311926605505,4.255283044661971e-05,26,10
CB1266,VL2p,other,1,37.0,7.0,0.11348897535667965,0.11348897535667965,0.2972972972972973,0.0007016028618034992,26,13
CB1266,VC3m,other,3,203.0,9.0,0.22320839770437914,0.6696251931131374,-0.04433497536945813,0.0003688564920376656,26,14
CB1266,VA2,other,2,157.0,4.0,0.06485084306095978,0.06485084306095978,0.2356687898089172,0.00038836615990929334,26,15
CB1266,VC2,other,1,29.0,4.0,0.06485084306095978,0.06485084306095978,0.4482758620689655,0.000467880783166584,26,20
CB1266,VA3,other,1,26.0,3.0,0.048638132295719845,0.048638132295719845,0.6153846153846154,0.0004149339602274441,26,27
CB1266,VM5d,other,3,249.0,5.0,0.041405306587951156,0.08281061317590231,0.004016064257028112,5.169478394424973e-05,26,38
CB1266,VM7v,other,2,130.0,3.0,0.0260661254975625,0.052132250995125,0.1076923076923077,8.476639924040667e-05,26,39
CB1266,VM5v,other,2,93.0,2.0,0.03242542153047989,0.03242542153047989,0.5268817204301075,0.0002511127150854156,26,40
CB1266,VM7d,other,3,138.0,15.0,0.14158305476202293,0.4247491642860688,0.13043478260869565,0.0009194807820296306,26,45
CB1546,VC5,other,1,27.0,32.0,1.510146295422369,1.510146295422369,-0.8518518518518519,-0.0449798046814418,27,6
CB1546,DL2v,other,1,28.0,38.0,1.8121125417262758,1.8121125417262758,0.7857142857142857,0.05216189004980558,27,47
v2LN46,DP1l,other v2LN,7,649.0,10.0,0.2999374789785455,1.799624873871273,-0.325115562403698,-0.005881126057490512,28,10
vLN28;vLN29,VC5,vLN,4,2007.0,63.0,0.6503235071361109,2.6012940285444435,-0.9123069257598405,-0.07038808775088998,29,6
lLN2X02,DP1m,other lLN,6,892.0,789.0,2.068423891970077,12.410543351820461,-0.8452914798206278,-0.5130382341064066,30,0
lLN2X02,VL2a,other lLN,1,25.0,44.0,0.7180156657963447,0.7180156657963447,-1.0,-0.027332433020544073,30,1
lLN2X02,VA6,other lLN,3,94.0,52.0,0.27655033637086485,0.8296510091125946,-0.8723404255319149,-0.02138583238226731,30,2
lLN2X02,DL1,other lLN,6,432.0,357.0,0.941715979958257,5.6502958797495415,-0.7037037037037037,-0.1564876617690712,30,3
lLN2X02,DC1,other lLN,3,120.0,173.0,0.9289638756166049,2.7868916268498145,-0.95,-0.10650281488059118,30,4
lLN2X02,DM1,other lLN,6,723.0,357.0,0.947473120488249,5.684838722929494,-0.8118948824343015,-0.1936509793893528,30,5
lLN2X02,VC5,other lLN,4,118.0,133.0,0.5269624419222803,2.107849767689121,-0.9322033898305084,-0.06755591257625654,30,6
lLN2X02,D,other lLN,6,366.0,270.0,0.7086039406709493,4.251623644025696,-0.819672131147541,-0.13731651756244317,30,7
lLN2X02,DL5,other lLN,6,1088.0,296.0,0.7793493347233243,4.676096008339946,-0.6654411764705882,-0.11962568708671764,30,8
lLN2X02,DM2,other lLN,3,125.0,139.0,0.7443178815674059,2.2329536447022176,-0.792,-0.0678864461264598,30,9
lLN2X02,DP1l,other lLN,1,39.0,39.0,0.6277160791887977,0.6277160791887977,-0.8974358974358975,-0.020780746965071265,30,10
lLN2X02,DC2,other lLN,3,101.0,148.0,0.7691994729734454,2.3075984189203362,-0.8811881188118812,-0.07926424272820395,30,11
lLN2X02,VC3m,other lLN,2,69.0,45.0,0.36295957095296083,0.7259191419059217,-0.9710144927536232,-0.02251830490616253,30,14
lLN2X02,VA2,other lLN,6,207.0,240.0,0.6307767240711688,3.784660344427013,-0.961352657004831,-0.1353091233626651,30,15
lLN2X02,VC1,other lLN,6,295.0,153.0,0.4030245508424452,2.418147305054671,-0.9254237288135593,-0.0750742411556182,30,17
lLN2X02,VM1,other lLN,4,181.0,148.0,0.5874832060272214,2.3499328241088855,-0.9116022099447514,-0.07665547719715378,30,18
lLN2X02,VC2,other lLN,1,29.0,5.0,0.07638252367858234,0.07638252367858234,-0.9310344827586207,-0.0012742055076845422,30,20
lLN2X02,DM6,other lLN,1,30.0,46.0,0.7310870947234583,0.7310870947234583,-0.9333333333333333,-0.02627140342764651,30,21
lLN2X02,VA3,other lLN,3,117.0,175.0,0.9322029228800716,2.7966087686402146,-0.7094017094017094,-0.0751882452060386,30,27
lLN2X02,DC4,other lLN,6,308.0,56.0,0.1483010201696817,0.8898061210180901,-0.9025974025974026,-0.019309853272922353,30,29
lLN2X02,VC3l,other lLN,6,635.0,684.0,1.7911122226219174,10.746673335731504,-0.6377952755905512,-0.3354911088922471,30,36
lLN2X02,DM4,other lLN,6,275.0,454.0,1.1929032046202963,7.157419227721777,-0.6581818181818182,-0.20251137542861858,30,37
lLN2X02,VM5d,other lLN,6,402.0,524.0,1.3776769097006516,8.26606145820391,-0.7313432835820896,-0.26347388543802486,30,38
lLN2X02,VM5v,other lLN,6,375.0,413.0,1.0895552548740355,6.537331529244213,-0.584,-0.14444289800712237,30,40
lLN2X02,VM7d,other lLN,6,351.0,354.0,0.9341784609076546,5.6050707654459275,-0.6524216524216524,-0.16397842418888572,30,45
lLN2X02,DL2d,other lLN,4,128.0,52.0,0.20384000873167168,0.8153600349266867,-0.953125,-0.02036087333995342,30,46
lLN2X02,DL2v,other lLN,6,415.0,400.0,1.0467227050372818,6.280336230223691,-0.7831325301204819,-0.21136292418887886,30,47
vLN25,VL2a,vLN,3,425.0,22.0,0.21628292065140622,0.6488487619542187,-0.8635294117647059,-0.014090619424267288,31,1
vLN25,VA6,vLN,1,52.0,2.0,0.0546448087431694,0.0546448087431694,-1.0,-0.0006003345839716447,31,2
vLN25,DL1,vLN,1,31.0,1.0,0.0273224043715847,0.0273224043715847,-0.8709677419354839,-0.0001649477690385909,31,3
vLN25,VC5,vLN,3,183.0,6.0,0.08352126781192182,0.16704253562384364,-0.9453551912568307,-0.0021835569144443776,31,6
vLN25,DP1l,vLN,4,813.0,29.0,0.20236876847429297,0.8094750738971719,-0.8745387453874539,-0.016109664304546484,31,10
vLN25,VM4,vLN,2,127.0,2.0,0.05538631957906397,0.05538631957906397,-0.5748031496062992,-0.0002607775342013949,31,12
vLN25,VL2p,vLN,4,503.0,21.0,0.20054177781733387,0.6016253334520016,-0.9562624254473161,-0.01388562377937411,31,13
vLN25,VC3m,vLN,2,96.0,3.0,0.04272623254960414,0.08545246509920829,-0.6875,-0.0005625875192133877,31,14
vLN25,VM1,vLN,1,109.0,5.0,0.13846579894765992,0.13846579894765992,-0.8348623853211009,-0.002071271925230412,31,18
vLN25,VA3,vLN,4,247.0,4.0,0.057014600887696006,0.11402920177539201,-0.9109311740890689,-0.0012930723566488963,31,27
vLN25,VA7l,vLN,1,33.0,3.0,0.09019843656043296,0.09019843656043296,-0.5757575757575758,-0.000719936392644124,31,32
vLN25,DL2d,vLN,1,69.0,1.0,0.0273224043715847,0.0273224043715847,-1.0,-0.00018938447556282657,31,46
vLN25,DL2v,vLN,1,98.0,3.0,0.08196721311475409,0.08196721311475409,-0.9387755102040817,-0.0010667370460273498,31,47
v2LN3a,DP1m,v2LN3,9,484.0,77.0,0.37846022170743887,3.4061419953669496,-0.7066115702479339,-0.05498969198281774,33,0
v2LN3a,DM1,v2LN3,8,409.0,26.0,0.12846859623948056,0.899280173676364,-0.7995110024449877,-0.010698324419298823,33,5
v2LN3a,DL5,v2LN3,2,107.0,0.0,,0.0,-0.8504672897196262,0.0,33,8
v2LN3a,DP1l,v2LN3,2,94.0,1.0,0.047938638542665384,0.047938638542665384,-0.851063829787234,-0.0002898659187180775,33,10
v2LN3a,DC2,v2LN3,1,36.0,0.0,,0.0,-0.7222222222222222,0.0,33,11
v2LN3a,VA2,v2LN3,3,128.0,6.0,0.06702638304688564,0.20107914914065692,-0.125,0.0007399034033836744,33,15
v2LN3a,VC1,v2LN3,5,290.0,2.0,0.03008826128809105,0.0601765225761821,-0.7172413793103448,-0.00027237555092269754,33,17
v2LN3a,DC4,v2LN3,3,92.0,1.0,0.05614823133071309,0.05614823133071309,-0.5652173913043478,-9.394238540764811e-05,33,29
v2LN3a,DM4,v2LN3,4,251.0,27.0,0.39878167561788197,1.196345026853646,-0.2749003984063745,-0.0030832962103307807,33,37
v2LN3a,DL2v,v2LN3,2,55.0,18.0,0.23340376599765392,0.46680753199530783,-0.8545454545454545,-0.009875836993865067,33,47
v2LN36,VL2a,v2LN3,2,146.0,142.0,0.9566253214121279,1.9132506428242557,-0.6712328767123288,-0.053938225939121315,34,1
v2LN36,DL1,v2LN3,1,31.0,46.0,0.6337834114081015,0.6337834114081015,-1.0,-0.02440159681436521,34,3
v2LN36,D,v2LN3,2,127.0,209.0,1.3810503612582774,2.762100722516555,-0.8110236220472441,-0.10675146882293758,34,7
v2LN36,VL2p,v2LN3,1,34.0,6.0,0.07861635220125787,0.07861635220125787,-1.0,-0.0015298035763013469,34,13
v2LN36,DM6,v2LN3,1,146.0,102.0,1.3364779874213837,1.3364779874213837,-0.7808219178082192,-0.04836577485132374,34,21
v2LN36,DL4,v2LN3,2,161.0,10.0,0.06787673891832219,0.13575347783664438,-0.8385093167701864,-0.00208522443865947,34,31
v2LN36,DA4l,v2LN3,2,129.0,49.0,0.324730233334662,0.649460466669324,-0.8604651162790697,-0.018737654374186084,34,34
v2LN36,DA1,v2LN3,2,1318.0,1585.0,10.65127910617533,21.30255821235066,-0.4324734446130501,-0.6420970918565927,34,41
v2LN36,DL3,v2LN3,2,569.0,945.0,6.352742119878709,12.705484239757418,-0.4973637961335677,-0.3751769976885284,34,42
v2LN36,VA1d,v2LN3,2,275.0,705.0,4.724037973279539,9.448075946559078,-0.8036363636363636,-0.4451939002001558,34,43
v2LN36,VA1v,v2LN3,2,221.0,796.0,5.3630855824239045,10.726171164847809,-0.746606334841629,-0.4714472228705352,34,44
v2LN33,VC5,v2LN3,2,273.0,7.0,0.23294509151414308,0.23294509151414308,-0.8388278388278388,-0.003498413390513312,35,6
v2LN40_2,VL2a,other v2LN,1,28.0,0.0,,0.0,-1.0,0.0,36,1
v2LN40_2,VM4,other v2LN,4,211.0,2.0,0.10121457489878542,0.10121457489878542,-0.7061611374407583,-0.0006134928318682729,36,12
v2LN40_2,VL2p,other v2LN,4,441.0,84.0,1.1823434219165814,4.7293736876663255,-0.9909297052154195,-0.15233913613477515,36,13
v2LN31,DP1m,v2LN3,2,2696.0,54.0,0.7700401401911152,1.5400802803822304,-0.7403560830860534,-0.0381157180238233,37,0
v2LN31,VC5,v2LN3,2,120.0,0.0,,0.0,-0.7833333333333333,0.0,37,6
v2LN31,DP1l,v2LN3,2,490.0,28.0,0.3992122389813092,0.7984244779626184,-0.8857142857142857,-0.01911699628686994,37,10
v2LN42,VL2p,other v2LN,1,30.0,2.0,0.13898540653231412,0.13898540653231412,-1.0,-0.0015269107556193325,38,13
lLN8,DP1l,other lLN,6,497.0,332.0,3.0951380942234556,18.570828565340733,-0.8873239436619719,-0.652617500233673,40,10
lLN8,VM2,other lLN,1,26.0,3.0,0.1651073197578426,0.1651073197578426,-0.6923076923076923,-0.0015846047055686485,40,25
lLN8,DL2d,other lLN,3,106.0,398.0,6.91021692656695,20.730650779700852,-0.6226415094339622,-0.6833911697862309,40,46
lLN8,DL2v,other lLN,5,347.0,644.0,6.887132516659842,34.43566258329921,-0.6253602305475504,-1.060356829771769,40,47
CB2471,VA6,other,4,164.0,20.0,0.4768432137675073,1.9073728550700293,-0.25609756097560976,-0.013140970439508598,42,2
CB2471,DL1,other,2,79.0,5.0,0.4389815627743635,0.4389815627743635,-0.24050632911392406,-0.0014446825198484615,42,3
ALBN1,DP1m,other,2,1795.0,53.0,1.7041784111392038,3.4083568222784075,-0.8685236768802228,-0.10399765851303659,44,0
ALBN1,VA6,other,1,46.0,1.0,0.1037344398340249,0.1037344398340249,-1.0,-0.0007190323449791963,44,2
ALBN1,DC1,other,2,137.0,6.0,0.2430652166023493,0.4861304332046986,-0.9708029197080292,-0.006573268242055387,44,4
ALBN1,DM1,other,2,388.0,10.0,0.42782139530382396,0.8556427906076479,-0.9020618556701031,-0.014344783194821138,44,5
ALBN1,VC5,other,1,55.0,1.0,0.1037344398340249,0.1037344398340249,-0.8909090909090909,-0.0006405924527996477,44,6
ALBN1,DL5,other,2,101.0,6.0,0.19763981466919905,0.3952796293383981,-0.7623762376237624,-0.005098154293838395,44,8
ALBN1,DM2,other,1,56.0,1.0,0.1037344398340249,0.1037344398340249,-1.0,-0.0007190323449791963,44,9
ALBN1,DP1l,other,1,108.0,6.0,0.6224066390041494,0.6224066390041494,-0.9444444444444444,-0.011438614292510484,44,10
ALBN1,VC3m,other,1,27.0,0.0,,0.0,-1.0,0.0,44,14
ALBN1,VA2,other,2,138.0,4.0,0.1393307767683244,0.2786615535366488,-0.927536231884058,-0.0029338257136574705,44,15
ALBN1,VC4,other,1,27.0,2.0,0.2074688796680498,0.2074688796680498,-0.7037037037037037,-0.0016039367976559155,44,19
ALBN1,DM3,other,2,78.0,6.0,0.3498542274052478,0.3498542274052478,-0.8461538461538461,-0.005597564665892835,44,24
ALBN1,DC4,other,2,554.0,14.0,0.4308759662726976,0.8617519325453952,-0.9205776173285198,-0.019879331462940363,44,29
ALBN1,DM4,other,1,125.0,0.0,,0.0,-0.776,0.0,44,37
ALBN1,VM5d,other,1,30.0,1.0,0.1037344398340249,0.1037344398340249,-0.9333333333333333,-0.0006710968553139166,44,38
ALBN1,DA1,other,1,46.0,22.0,2.2821576763485476,2.2821576763485476,-0.6956521739130435,-0.04977872830628994,44,41
ALBN1,VM7d,other,2,352.0,8.0,0.34679965643637417,0.6935993128727483,-0.9204545454545454,-0.010636449166530053,44,45
LN60a,DP1m,other,3,423.0,265.0,2.1563847775431144,6.469154332629343,-0.7446808510638298,-0.2222361328108763,47,0
LN60a,DM1,other,1,58.0,48.0,0.8447729672650475,0.8447729672650475,0.8275862068965517,0.027208589638322112,47,5
LN60a,VC1,other,2,85.0,131.0,1.0926506773367346,2.185301354673469,-0.4588235294117647,-0.04233231015448817,47,17
LN60a,VC2,other,1,27.0,75.0,1.1833385926159672,1.1833385926159672,-0.4074074074074074,-0.02087850476103119,47,20
LN60a,VA4,other,1,27.0,31.0,0.4891132849479331,0.4891132849479331,-0.7777777777777778,-0.013184402561402839,47,23
LN60a,DM3,other,1,30.0,0.0,,0.0,-0.6666666666666666,0.0,47,24
LN60a,DC4,other,1,40.0,102.0,1.6093404859577154,1.6093404859577154,-0.85,-0.06340028451869824,47,29
LN60a,VM7v,other,1,30.0,73.0,1.284758887715593,1.284758887715593,-0.6666666666666666,-0.03686457254533667,47,39
LN60a,VM5v,other,1,27.0,77.0,1.2148942884190597,1.2148942884190597,-0.7037037037037037,-0.03724661952857469,47,40
LN60a,VM7d,other,4,216.0,237.0,1.5134157124966694,6.053662849986678,-0.5925925925925926,-0.12320812847597191,47,45
LN60a,DL2v,other,2,126.0,210.0,1.7441102976531826,3.488220595306365,-0.30158730158730157,-0.048676262729453815,47,47
l2LN19,VM7v,l2LN,2,65.0,23.0,0.4050096048861528,0.8100192097723056,0.046153846153846156,0.0007541868828044677,48,39
l2LN19,VM7d,l2LN,3,135.0,489.0,5.064054246410336,15.192162739231009,-0.4074074074074074,-0.2992638396328651,48,45
LN60b,DP1m,other,3,412.0,280.0,2.6464928270559915,7.939478481167974,-0.6504854368932039,-0.22854263151064874,49,0
LN60b,DP1l,other,2,114.0,146.0,1.0126230573426924,2.025246114685385,-0.6491228070175439,-0.05700109623903053,49,10
LN60b,VC1,other,2,56.0,120.0,0.8629612593253406,1.7259225186506812,-0.9285714285714286,-0.06601726997427798,49,17
LN60b,DM3,other,1,36.0,26.0,0.40561622464898595,0.40561622464898595,-0.7222222222222222,-0.009654990992455046,49,24
LN60b,VM5v,other,1,34.0,52.0,0.8112324492979719,0.8112324492979719,-0.7058823529411765,-0.022735268000885784,49,40
LN60b,VM7d,other,3,188.0,170.0,2.330804370526942,6.992413111580826,-0.574468085106383,-0.10840459955491155,49,45
LN60b,DL2d,other,1,29.0,67.0,0.8672016567434637,0.8672016567434637,-0.5862068965517241,-0.021450272149551385,49,46
LN60b,DL2v,other,2,192.0,290.0,2.0720924099713147,4.144184819942629,-0.375,-0.07999834450856066,49,47
CB3679,VA6,other,1,46.0,24.0,1.1157601115760112,1.1157601115760112,-0.6521739130434783,-0.023422782061984358,50,2
