body_id,LN_instance,LN_type,combined_LN_type,broad_LN_group,orn_input_total,ipsi_orn_input_total,contra_orn_input_total,contra_orn_preference_weighted,contra_orn_preference_unweighted,pn_output_weight_total,ln_total_connections,sum_pn_output_fraction,sum_pn_output_percent,max_glomerulus_pn_output_percent,mean_glomerulus_pn_output_percent,pn_weighted_contra_orn_preference,n_orn_glomeruli,n_pn_glomeruli,n_convergent_glomeruli,orn_support_weight,body_convergence_score,body_score_rank,passes_body_orn_input_filter,log_pn_output_weight_total
1702305987,lLN2R_b(Regional)_R,lLN2R_b,lLN2R,lLN2R,166.0,99.0,67.0,-0.1927710843373494,-0.4353202353202352,610.0,1192.0,0.511744966442953,51.174496644295296,16.69463087248322,1.5992030201342282,-0.4794195541183493,13,32,12,1.0,0.0,111,True,2.786041210242554
2013333009,lLN17_R,lLN17,lLN17,other lLN,63.0,37.0,26.0,-0.1746031746031746,-0.5974842767295597,365.0,505.0,0.7227722772277227,72.27722772277228,41.18811881188119,12.046204620462047,-0.8415094339622642,4,6,4,1.0,0.0,109,True,2.5634810853944106
5813054622,lLN1_b_R,lLN1_b,lLN1,lLN1,68.0,36.0,32.0,-0.058823529411764705,-0.1903968253968254,1835.0,5027.0,0.36502884424109805,36.50288442410981,6.803262383131092,0.760476758835621,-0.22832027325698212,20,48,20,1.0,0.0,85,True,3.2638726768652235
5813078440,lLN1_b_R,lLN1_b,lLN1,lLN1,75.0,38.0,37.0,-0.013333333333333334,0.028571428571428553,1776.0,4968.0,0.35748792270531404,35.7487922705314,7.024959742351047,0.7295671891945182,-0.021560846560846576,21,49,21,1.0,0.0,87,True,3.2496874278053016
5813054777,lLN1_b_R,lLN1_b,lLN1,lLN1,366.0,191.0,175.0,-0.04371584699453552,0.007279635258358666,1452.0,4119.0,0.35251274581209036,35.25127458120904,5.802379218256858,0.7344015537751881,-0.10281901853581742,20,48,19,1.0,0.0,86,True,3.1622656142980214
1702323388,lLN14_R,lLN14,lLN14,other lLN,36.0,31.0,5.0,-0.7222222222222222,-0.5407407407407407,77.0,147.0,0.5238095238095237,52.38095238095237,24.489795918367346,7.482993197278913,-1.0,5,7,1,0.72,0.0,97,True,1.8920946026904804
2041993364,lLN7_R,lLN7,lLN7,other lLN,72.0,49.0,23.0,-0.3611111111111111,-0.29999999999999993,38.0,647.0,0.058732612055641426,5.873261205564143,2.472952086553323,0.6525845783960158,0.16444444444444442,14,9,3,1.0,0.0,112,True,1.591064607026499
1795734228,lLN8_R,lLN8,lLN8,other lLN,291.0,267.0,24.0,-0.8350515463917526,-0.8362535612535612,232.0,608.0,0.381578947368421,38.1578947368421,17.105263157894736,3.815789473684211,-0.8416402116402117,6,10,6,1.0,0.0,113,True,2.367355921026019
5813078133,v2LN33_R,v2LN33,v2LN33,v2LN3,26.0,26.0,0.0,-1.0,-1.0,79.0,391.0,0.2020460358056266,20.20460358056266,20.20460358056266,20.20460358056266,,1,1,0,0.52,0.0,124,True,1.9030899869919435
1730979793,v2LN31_R,v2LN31,v2LN31,v2LN3,1285.0,1159.0,126.0,-0.8038910505836576,-0.8645866447257701,434.0,895.0,0.4849162011173184,48.49162011173184,43.24022346368715,9.69832402234637,-0.8043411186117396,3,5,3,1.0,0.0,120,True,2.6384892569546374
1702651358,lLN1_c_R,lLN1_c,lLN1,lLN1,113.0,63.0,50.0,-0.11504424778761062,-0.05002570528886321,1411.0,3879.0,0.3637535447280227,36.37535447280227,6.548079401907708,0.7739437121872824,-0.08853856423949882,19,47,19,1.0,0.0,88,True,3.149834696715785
1885765762,lLN8_R,lLN8,lLN8,other lLN,346.0,325.0,21.0,-0.8786127167630058,-0.9132719678979522,321.0,698.0,0.45988538681948427,45.98853868194843,9.455587392550143,2.8742836676217767,-0.9037198930337288,8,16,8,1.0,0.0,114,True,2.507855871695831
